Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID,High_Risk_Flag,Risk Category
AGT64232348,Not Renewed,19,7,POL33870479,0,Low Risk
AGT10379807,Renewed,37,10,POL67506217,0,Low Risk
AGT02476404,Pending,43,46,POL23901301,0,Medium Risk
AGT06420209,Renewed,44,94,POL08197937,1,High Risk
AGT85751712,Pending,23,66,POL84222350,0,High Risk
AGT58061031,Renewed,25,55,POL25301637,0,Medium Risk
AGT02648298,Not Renewed,21,94,POL82345838,1,High Risk
AGT62635303,Pending,35,74,POL31362262,1,High Risk
AGT62747886,Not Renewed,28,12,POL79392367,0,Low Risk
AGT31916170,Pending,48,79,POL74198912,1,High Risk
AGT05966052,Not Renewed,1,61,POL10977821,0,High Risk
AGT05912434,Renewed,24,59,POL97876617,0,Medium Risk
AGT44431328,Not Renewed,37,61,POL22375772,0,High Risk
AGT98447599,Renewed,11,67,POL31916884,0,High Risk
AGT34538002,Renewed,46,84,POL24429033,1,High Risk
AGT81814264,Not Renewed,7,43,POL17342511,0,Medium Risk
AGT26473808,Pending,5,10,POL28677105,0,Low Risk
AGT59533863,Not Renewed,41,47,POL43732564,0,Medium Risk
AGT85205073,Pending,43,29,POL28314464,0,Low Risk
AGT55757779,Pending,23,83,POL35204353,1,High Risk
AGT39041841,Renewed,11,98,POL89399063,1,High Risk
AGT29990814,Not Renewed,33,92,POL87120286,1,High Risk
AGT31154354,Not Renewed,3,12,POL88760778,0,Low Risk
AGT93860226,Pending,32,52,POL38861643,0,Medium Risk
AGT49379858,Renewed,24,2,POL65184917,0,Low Risk
AGT66261229,Renewed,19,5,POL04610081,0,Low Risk
AGT06371460,Pending,35,65,POL69425319,0,High Risk
AGT43457015,Renewed,38,47,POL61904449,0,Medium Risk
AGT87793012,Pending,40,56,POL08522082,0,Medium Risk
AGT88131281,Pending,27,4,POL26393538,0,Low Risk
AGT19656249,Renewed,7,36,POL06555482,0,Medium Risk
AGT37277935,Renewed,22,72,POL51635359,1,High Risk
AGT04603007,Pending,36,1,POL54944417,0,Low Risk
AGT63825566,Pending,27,16,POL75180219,0,Low Risk
AGT61583597,Renewed,29,30,POL47276552,0,Low Risk
AGT45464266,Not Renewed,11,9,POL86600900,0,Low Risk
AGT21759723,Renewed,33,84,POL26378825,1,High Risk
AGT78086342,Pending,21,32,POL84891597,0,Medium Risk
AGT28327877,Renewed,16,28,POL15359694,0,Low Risk
AGT68200787,Pending,40,87,POL30896226,1,High Risk
AGT40762647,Pending,49,88,POL16164633,1,High Risk
AGT30959451,Pending,15,90,POL98820628,1,High Risk
AGT75824962,Renewed,7,36,POL59124038,0,Medium Risk
AGT05656511,Renewed,29,72,POL22790609,1,High Risk
AGT56334213,Renewed,24,54,POL12164019,0,Medium Risk
AGT85551395,Pending,32,7,POL23434715,0,Low Risk
AGT14165582,Pending,37,1,POL52695927,0,Low Risk
AGT65344188,Renewed,20,11,POL46053164,0,Low Risk
AGT43421957,Not Renewed,1,5,POL88066577,0,Low Risk
AGT88273518,Not Renewed,41,95,POL52513124,1,High Risk
AGT65833205,Not Renewed,43,54,POL40868193,0,Medium Risk
AGT12674381,Renewed,48,72,POL03499905,1,High Risk
AGT79816424,Renewed,28,3,POL04124548,0,Low Risk
AGT84909387,Renewed,46,89,POL56626279,1,High Risk
AGT69337481,Renewed,28,92,POL39998865,1,High Risk
AGT63474684,Not Renewed,11,78,POL10684748,1,High Risk
AGT80429019,Pending,37,11,POL02457205,0,Low Risk
AGT01981770,Not Renewed,14,49,POL02648001,0,Medium Risk
AGT75736162,Renewed,26,42,POL55664607,0,Medium Risk
AGT97739615,Pending,34,59,POL28148630,0,Medium Risk
AGT96434627,Pending,25,16,POL09901587,0,Low Risk
AGT54314190,Pending,13,88,POL36630030,1,High Risk
AGT68286252,Renewed,16,57,POL64256700,0,Medium Risk
AGT58453092,Renewed,13,15,POL58122170,0,Low Risk
AGT51826639,Pending,19,59,POL12256062,0,Medium Risk
AGT64164459,Renewed,47,39,POL08155490,0,Medium Risk
AGT30254491,Renewed,30,95,POL69073858,1,High Risk
AGT16125272,Pending,12,54,POL37924331,0,Medium Risk
AGT08832748,Renewed,20,66,POL43127976,0,High Risk
AGT85334709,Not Renewed,46,56,POL29336617,0,Medium Risk
AGT41521056,Renewed,23,87,POL83145179,1,High Risk
AGT88219082,Renewed,36,42,POL75352154,0,Medium Risk
AGT57701369,Pending,28,40,POL17421087,0,Medium Risk
AGT61217081,Renewed,6,72,POL77086340,1,High Risk
AGT45436816,Renewed,18,74,POL63778192,1,High Risk
AGT98970807,Not Renewed,13,68,POL35541554,0,High Risk
AGT53986465,Renewed,6,38,POL43027986,0,Medium Risk
AGT98084318,Pending,22,92,POL92525583,1,High Risk
AGT82931233,Not Renewed,8,27,POL62259131,0,Low Risk
AGT52002950,Not Renewed,38,11,POL54226110,0,Low Risk
AGT72613407,Pending,7,73,POL76710986,1,High Risk
AGT99044948,Not Renewed,10,26,POL18290935,0,Low Risk
AGT39654470,Pending,5,93,POL05034207,1,High Risk
AGT69549664,Pending,49,79,POL81521713,1,High Risk
AGT44269883,Renewed,16,75,POL11435433,1,High Risk
AGT32732651,Pending,38,63,POL70589278,0,High Risk
AGT64150884,Not Renewed,22,46,POL23193106,0,Medium Risk
AGT57725772,Renewed,21,20,POL96147285,0,Low Risk
AGT75628110,Renewed,30,56,POL40212338,0,Medium Risk
AGT99948373,Renewed,46,25,POL36802897,0,Low Risk
AGT35407404,Renewed,7,20,POL45419104,0,Low Risk
AGT41054197,Pending,41,59,POL98813677,0,Medium Risk
AGT62348335,Not Renewed,20,19,POL40028433,0,Low Risk
AGT53755121,Pending,6,19,POL59298156,0,Low Risk
AGT37596299,Renewed,15,81,POL78634856,1,High Risk
AGT04299920,Not Renewed,15,56,POL32067182,0,Medium Risk
AGT61732057,Pending,26,67,POL97015902,0,High Risk
AGT11947668,Pending,26,37,POL01434989,0,Medium Risk
AGT91210901,Not Renewed,4,95,POL02157251,1,High Risk
AGT61308127,Renewed,15,97,POL04717815,1,High Risk
AGT06973408,Renewed,7,81,POL00829050,1,High Risk
AGT07096555,Not Renewed,45,86,POL98604785,1,High Risk
AGT70963454,Renewed,0,18,POL88842514,0,Low Risk
AGT63428724,Pending,13,51,POL76182613,0,Medium Risk
AGT05245704,Pending,1,65,POL86384869,0,High Risk
AGT31079357,Renewed,1,45,POL84123482,0,Medium Risk
AGT81437309,Not Renewed,19,56,POL23562501,0,Medium Risk
AGT43711261,Renewed,16,4,POL48245779,0,Low Risk
AGT86966383,Not Renewed,48,59,POL61900129,0,Medium Risk
AGT14077432,Not Renewed,34,82,POL48633548,1,High Risk
AGT15131295,Pending,24,52,POL79940322,0,Medium Risk
AGT00562459,Not Renewed,45,94,POL04511784,1,High Risk
AGT07411736,Pending,14,53,POL86724189,0,Medium Risk
AGT96096224,Renewed,48,38,POL71033011,0,Medium Risk
AGT82469905,Not Renewed,34,60,POL85605519,0,Medium Risk
AGT38254927,Renewed,21,65,POL74831187,0,High Risk
AGT09697566,Not Renewed,17,94,POL20532227,1,High Risk
AGT85882780,Pending,36,8,POL21319320,0,Low Risk
AGT18072639,Renewed,32,79,POL75362203,1,High Risk
AGT34797163,Pending,44,90,POL16340905,1,High Risk
AGT55630833,Pending,0,31,POL78880767,0,Medium Risk
AGT22690008,Pending,24,25,POL36025605,0,Low Risk
AGT92807477,Renewed,30,16,POL59624459,0,Low Risk
AGT57481792,Renewed,34,66,POL67368474,0,High Risk
AGT38391593,Not Renewed,27,4,POL73942223,0,Low Risk
AGT74549109,Not Renewed,22,78,POL07805552,1,High Risk
AGT88013826,Pending,14,57,POL44809724,0,Medium Risk
AGT38830499,Not Renewed,4,87,POL98234290,1,High Risk
AGT00573163,Not Renewed,2,14,POL95715427,0,Low Risk
AGT12729141,Renewed,43,56,POL14765103,0,Medium Risk
AGT20088574,Renewed,45,42,POL20442417,0,Medium Risk
AGT50783085,Pending,10,47,POL91286503,0,Medium Risk
AGT42029516,Not Renewed,21,89,POL01605607,1,High Risk
AGT93209546,Not Renewed,29,61,POL47675445,0,High Risk
AGT14590693,Pending,45,8,POL08617665,0,Low Risk
AGT88129465,Renewed,19,3,POL13704102,0,Low Risk
AGT67720466,Renewed,40,22,POL56720424,0,Low Risk
AGT81169687,Not Renewed,17,18,POL52358331,0,Low Risk
AGT10868233,Not Renewed,0,3,POL26714867,0,Low Risk
AGT16134988,Not Renewed,17,100,POL96408694,1,High Risk
AGT29833843,Pending,48,12,POL21669788,0,Low Risk
AGT43376968,Not Renewed,9,26,POL60705643,0,Low Risk
AGT97919419,Renewed,50,61,POL70229811,0,High Risk
AGT65153747,Not Renewed,27,32,POL19452120,0,Medium Risk
AGT47633014,Pending,4,97,POL73218489,1,High Risk
AGT41880702,Renewed,27,61,POL31435265,0,High Risk
AGT83891863,Pending,46,94,POL88789148,1,High Risk
AGT23606891,Renewed,2,31,POL64141969,0,Medium Risk
AGT58657366,Not Renewed,25,97,POL31363009,1,High Risk
AGT83661788,Renewed,8,86,POL84868487,1,High Risk
AGT30565220,Not Renewed,38,29,POL62539686,0,Low Risk
AGT26395524,Pending,16,61,POL51236806,0,High Risk
AGT03095804,Pending,49,30,POL30197318,0,Low Risk
AGT59213562,Pending,1,52,POL97865190,0,Medium Risk
AGT75869040,Not Renewed,38,38,POL38512389,0,Medium Risk
AGT56051280,Renewed,19,28,POL14455215,0,Low Risk
AGT24926928,Not Renewed,42,61,POL42267896,0,High Risk
AGT76160927,Renewed,1,29,POL29424100,0,Low Risk
AGT73166277,Pending,27,5,POL53549003,0,Low Risk
AGT08115047,Renewed,18,15,POL54969569,0,Low Risk
AGT02797897,Renewed,13,34,POL07284415,0,Medium Risk
AGT69679314,Not Renewed,4,90,POL21287950,1,High Risk
AGT56507346,Pending,42,64,POL15359444,0,High Risk
AGT02449455,Not Renewed,31,46,POL66244009,0,Medium Risk
AGT00346378,Pending,48,9,POL40611534,0,Low Risk
AGT84635887,Not Renewed,35,78,POL77001429,1,High Risk
AGT67358626,Not Renewed,23,81,POL40759511,1,High Risk
AGT89682824,Renewed,2,77,POL14591104,1,High Risk
AGT88751659,Pending,15,98,POL66438707,1,High Risk
AGT20943328,Pending,25,4,POL76172999,0,Low Risk
AGT28763285,Pending,41,61,POL67720280,0,High Risk
AGT98142409,Not Renewed,3,59,POL14355937,0,Medium Risk
AGT12006924,Not Renewed,19,90,POL29498988,1,High Risk
AGT49355362,Not Renewed,13,41,POL61315068,0,Medium Risk
AGT46957013,Renewed,34,18,POL65528035,0,Low Risk
AGT81468446,Pending,5,14,POL65618353,0,Low Risk
AGT72289960,Renewed,15,39,POL96058521,0,Medium Risk
AGT14072751,Renewed,43,22,POL67127779,0,Low Risk
AGT57338609,Renewed,11,36,POL61445310,0,Medium Risk
AGT46006168,Pending,33,73,POL67671922,1,High Risk
AGT50981591,Not Renewed,7,61,POL18309119,0,High Risk
AGT05564365,Renewed,14,76,POL28992652,1,High Risk
AGT15766440,Not Renewed,28,33,POL67637922,0,Medium Risk
AGT26629197,Renewed,32,53,POL75124979,0,Medium Risk
AGT91018806,Not Renewed,32,58,POL25201250,0,Medium Risk
AGT47881343,Not Renewed,50,8,POL36178860,0,Low Risk
AGT16307208,Pending,12,83,POL96864283,1,High Risk
AGT55273344,Renewed,34,100,POL30587921,1,High Risk
AGT94025542,Not Renewed,43,29,POL22529514,0,Low Risk
AGT39552710,Renewed,39,11,POL96516008,0,Low Risk
AGT30565600,Not Renewed,21,24,POL68934095,0,Low Risk
AGT87417882,Renewed,6,63,POL69146247,0,High Risk
AGT45013372,Not Renewed,27,79,POL85269593,1,High Risk
AGT02651904,Renewed,7,48,POL93482560,0,Medium Risk
AGT29833323,Renewed,33,3,POL59942075,0,Low Risk
AGT54758282,Pending,11,14,POL20216032,0,Low Risk
AGT93366101,Pending,40,74,POL78697051,1,High Risk
AGT00197032,Renewed,38,60,POL89297739,0,Medium Risk
AGT36321353,Pending,50,94,POL60364364,1,High Risk
AGT79217245,Renewed,11,68,POL54717291,0,High Risk
AGT07576278,Renewed,42,89,POL00366536,1,High Risk
AGT15991720,Renewed,31,66,POL93538870,0,High Risk
AGT52937021,Not Renewed,43,69,POL23210845,0,High Risk
AGT12172616,Not Renewed,37,4,POL46517848,0,Low Risk
AGT09841673,Renewed,4,4,POL40234969,0,Low Risk
AGT07061483,Pending,11,81,POL69754204,1,High Risk
AGT32337388,Not Renewed,49,31,POL10073827,0,Medium Risk
AGT19168304,Pending,40,94,POL30887755,1,High Risk
AGT59189221,Not Renewed,23,30,POL49795535,0,Low Risk
AGT29957643,Pending,0,6,POL90223289,0,Low Risk
AGT73792334,Renewed,8,61,POL27274188,0,High Risk
AGT03949853,Pending,44,18,POL46676491,0,Low Risk
AGT67583439,Renewed,1,33,POL86778558,0,Medium Risk
AGT86920812,Not Renewed,24,87,POL81385184,1,High Risk
AGT73071730,Pending,49,37,POL27482488,0,Medium Risk
AGT96530296,Renewed,48,73,POL50194049,1,High Risk
AGT12335200,Renewed,5,78,POL20586983,1,High Risk
AGT56831474,Not Renewed,48,41,POL25304698,0,Medium Risk
AGT43755776,Pending,0,40,POL41496276,0,Medium Risk
AGT65934030,Renewed,41,1,POL12907271,0,Low Risk
AGT55762691,Pending,36,31,POL96746963,0,Medium Risk
AGT26621568,Not Renewed,35,49,POL75478196,0,Medium Risk
AGT81867545,Not Renewed,42,34,POL88242759,0,Medium Risk
AGT46315268,Renewed,27,90,POL28656372,1,High Risk
AGT68228532,Not Renewed,11,74,POL92941554,1,High Risk
AGT93374084,Pending,39,70,POL42603948,1,High Risk
AGT74078597,Not Renewed,21,46,POL30804068,0,Medium Risk
AGT26129832,Renewed,45,35,POL96558209,0,Medium Risk
AGT18795535,Pending,28,55,POL84343531,0,Medium Risk
AGT10838481,Renewed,50,76,POL20890655,1,High Risk
AGT42873048,Pending,36,52,POL31763901,0,Medium Risk
AGT59419768,Not Renewed,29,6,POL88518206,0,Low Risk
AGT00625466,Pending,6,54,POL20430828,0,Medium Risk
AGT29952211,Renewed,45,48,POL33767169,0,Medium Risk
AGT63689691,Renewed,2,31,POL30038118,0,Medium Risk
AGT75211024,Not Renewed,6,49,POL62289648,0,Medium Risk
AGT80094708,Not Renewed,16,87,POL21715580,1,High Risk
AGT77571203,Not Renewed,43,9,POL41037493,0,Low Risk
AGT30986582,Pending,50,6,POL55128968,0,Low Risk
AGT21349129,Not Renewed,48,99,POL47956526,1,High Risk
AGT34902844,Renewed,47,4,POL03235385,0,Low Risk
AGT83406525,Pending,22,49,POL52722786,0,Medium Risk
AGT96497921,Renewed,3,76,POL25640269,1,High Risk
AGT46728575,Not Renewed,29,37,POL53561302,0,Medium Risk
AGT97631888,Not Renewed,13,26,POL52255059,0,Low Risk
AGT32306241,Not Renewed,1,9,POL84230041,0,Low Risk
AGT62904539,Pending,24,25,POL96903028,0,Low Risk
AGT18666173,Pending,17,60,POL73079517,0,Medium Risk
AGT37211300,Pending,47,64,POL19011462,0,High Risk
AGT51927059,Pending,45,55,POL54706486,0,Medium Risk
AGT91388599,Renewed,48,65,POL43678761,0,High Risk
AGT26133326,Pending,49,47,POL83977017,0,Medium Risk
AGT58587520,Pending,25,83,POL71400772,1,High Risk
AGT89927126,Renewed,50,37,POL58601836,0,Medium Risk
AGT50969643,Renewed,45,42,POL83778109,0,Medium Risk
AGT85358826,Not Renewed,49,34,POL38146133,0,Medium Risk
AGT13043791,Renewed,19,44,POL14796565,0,Medium Risk
AGT63069888,Pending,5,3,POL96087184,0,Low Risk
AGT36490729,Renewed,7,25,POL79057725,0,Low Risk
AGT25782094,Pending,28,92,POL62029185,1,High Risk
AGT40084829,Not Renewed,10,66,POL19136648,0,High Risk
AGT17524672,Not Renewed,21,80,POL35014451,1,High Risk
AGT87317172,Renewed,31,46,POL08154404,0,Medium Risk
AGT76738392,Renewed,1,25,POL02976851,0,Low Risk
AGT26453745,Renewed,15,32,POL15219398,0,Medium Risk
AGT17637183,Pending,38,94,POL02004502,1,High Risk
AGT13767934,Not Renewed,9,1,POL68075927,0,Low Risk
AGT93130056,Not Renewed,34,96,POL18418327,1,High Risk
AGT30186274,Not Renewed,29,19,POL88521632,0,Low Risk
AGT69610323,Renewed,25,23,POL37930238,0,Low Risk
AGT60670465,Not Renewed,22,34,POL31985660,0,Medium Risk
AGT07207358,Pending,29,4,POL91400674,0,Low Risk
AGT72564820,Not Renewed,31,91,POL81031536,1,High Risk
AGT96449919,Not Renewed,19,28,POL29611472,0,Low Risk
AGT88151205,Pending,35,68,POL00098040,0,High Risk
AGT93733147,Pending,24,33,POL40675143,0,Medium Risk
AGT07859060,Renewed,40,98,POL89307610,1,High Risk
AGT25206036,Not Renewed,41,6,POL60446512,0,Low Risk
AGT98613756,Pending,2,38,POL05732991,0,Medium Risk
AGT27763221,Renewed,0,73,POL21516037,1,High Risk
AGT47958519,Pending,11,81,POL39742907,1,High Risk
AGT86080017,Pending,14,77,POL81184933,1,High Risk
AGT82368510,Not Renewed,0,40,POL17133126,0,Medium Risk
AGT41992202,Pending,22,41,POL67018268,0,Medium Risk
AGT77288379,Not Renewed,46,48,POL45309482,0,Medium Risk
AGT04014197,Not Renewed,27,4,POL74252623,0,Low Risk
AGT10039728,Pending,40,52,POL39439149,0,Medium Risk
AGT93111490,Not Renewed,16,66,POL85778451,0,High Risk
AGT97533005,Pending,18,81,POL32471473,1,High Risk
AGT05371611,Renewed,2,32,POL17218507,0,Medium Risk
AGT10306413,Pending,25,54,POL38618818,0,Medium Risk
AGT60221008,Pending,26,63,POL87833198,0,High Risk
AGT18600758,Pending,3,6,POL27486372,0,Low Risk
AGT52621500,Pending,8,28,POL41321341,0,Low Risk
AGT25547705,Pending,49,57,POL23863946,0,Medium Risk
AGT86525262,Renewed,11,72,POL36453165,1,High Risk
AGT12999473,Pending,16,95,POL58976794,1,High Risk
AGT67430832,Renewed,10,95,POL00118999,1,High Risk
AGT53555136,Pending,30,51,POL35077867,0,Medium Risk
AGT86717633,Renewed,41,91,POL62171189,1,High Risk
AGT53086887,Not Renewed,18,26,POL78699699,0,Low Risk
AGT38595191,Not Renewed,33,55,POL73601567,0,Medium Risk
AGT37853667,Renewed,8,93,POL83104314,1,High Risk
AGT81799707,Renewed,46,52,POL02082012,0,Medium Risk
AGT42385083,Not Renewed,9,4,POL31666008,0,Low Risk
AGT96781420,Pending,36,11,POL11983298,0,Low Risk
AGT61246211,Not Renewed,39,38,POL89029482,0,Medium Risk
AGT58075537,Pending,29,87,POL53158562,1,High Risk
AGT00173272,Not Renewed,46,27,POL97641219,0,Low Risk
AGT41130537,Not Renewed,24,12,POL12964771,0,Low Risk
AGT52502893,Pending,27,4,POL88689818,0,Low Risk
AGT34545975,Renewed,39,11,POL87067112,0,Low Risk
AGT01068051,Renewed,38,80,POL10286073,1,High Risk
AGT98549683,Pending,7,5,POL45751576,0,Low Risk
AGT77357291,Pending,15,57,POL10282211,0,Medium Risk
AGT47504739,Pending,10,4,POL95945115,0,Low Risk
AGT18273229,Pending,3,43,POL56070761,0,Medium Risk
AGT17395828,Not Renewed,44,40,POL20898219,0,Medium Risk
AGT68037540,Not Renewed,45,4,POL67718623,0,Low Risk
AGT47652412,Not Renewed,16,58,POL85323496,0,Medium Risk
AGT36384581,Pending,2,94,POL98380131,1,High Risk
AGT40466045,Not Renewed,24,14,POL97760999,0,Low Risk
AGT19094834,Not Renewed,28,70,POL00966757,1,High Risk
AGT70004940,Renewed,20,6,POL40722779,0,Low Risk
AGT49883443,Not Renewed,23,40,POL87901583,0,Medium Risk
AGT43392243,Not Renewed,5,99,POL30115645,1,High Risk
AGT36733541,Not Renewed,29,100,POL38850914,1,High Risk
AGT36138436,Pending,32,31,POL28044403,0,Medium Risk
AGT78493000,Renewed,8,12,POL47455160,0,Low Risk
AGT21689798,Pending,34,9,POL24535727,0,Low Risk
AGT98439665,Pending,28,15,POL80084188,0,Low Risk
AGT44120602,Not Renewed,38,25,POL86311046,0,Low Risk
AGT11784715,Pending,26,86,POL03884605,1,High Risk
AGT84891354,Not Renewed,44,31,POL37303684,0,Medium Risk
AGT12574860,Not Renewed,50,72,POL77070013,1,High Risk
AGT23014500,Not Renewed,17,26,POL07540260,0,Low Risk
AGT22278826,Renewed,37,64,POL18985962,0,High Risk
AGT72464725,Not Renewed,13,29,POL61786939,0,Low Risk
AGT42428773,Pending,16,98,POL06987694,1,High Risk
AGT88782271,Renewed,44,99,POL21410812,1,High Risk
AGT83811414,Pending,18,68,POL48634910,0,High Risk
AGT83424131,Pending,50,66,POL99936607,0,High Risk
AGT95612851,Not Renewed,41,46,POL55377332,0,Medium Risk
AGT08510639,Not Renewed,21,88,POL09053359,1,High Risk
AGT35108816,Pending,22,9,POL26420272,0,Low Risk
AGT73992431,Pending,8,35,POL43096448,0,Medium Risk
AGT28600075,Pending,13,80,POL45440962,1,High Risk
AGT63382274,Renewed,32,50,POL89942249,0,Medium Risk
AGT99761483,Not Renewed,20,71,POL76474786,1,High Risk
AGT59761115,Not Renewed,1,91,POL19289234,1,High Risk
AGT49421659,Pending,22,20,POL25546683,0,Low Risk
AGT18265451,Not Renewed,9,30,POL74112485,0,Low Risk
AGT72452803,Pending,40,93,POL63539662,1,High Risk
AGT70103602,Not Renewed,16,87,POL97583432,1,High Risk
AGT16948019,Renewed,13,50,POL43412607,0,Medium Risk
AGT80184738,Pending,22,93,POL20142865,1,High Risk
AGT52933553,Not Renewed,27,5,POL12796587,0,Low Risk
AGT02754545,Pending,9,46,POL78277290,0,Medium Risk
AGT74959327,Not Renewed,2,48,POL27171310,0,Medium Risk
AGT86552231,Not Renewed,39,8,POL64858473,0,Low Risk
AGT33900051,Pending,45,45,POL63887915,0,Medium Risk
AGT14657798,Renewed,18,36,POL87573741,0,Medium Risk
AGT62149408,Not Renewed,8,77,POL28804957,1,High Risk
AGT00474471,Not Renewed,38,89,POL19694591,1,High Risk
AGT37184585,Renewed,7,22,POL28503798,0,Low Risk
AGT30440202,Renewed,0,50,POL12582263,0,Medium Risk
AGT76455407,Renewed,21,6,POL91022506,0,Low Risk
AGT14444736,Not Renewed,8,56,POL03315797,0,Medium Risk
AGT97442629,Pending,4,97,POL45551235,1,High Risk
AGT22254996,Pending,37,88,POL77208632,1,High Risk
AGT43241111,Renewed,26,36,POL22260500,0,Medium Risk
AGT91448841,Renewed,14,97,POL36836777,1,High Risk
AGT96209356,Renewed,0,55,POL96268536,0,Medium Risk
AGT00247557,Renewed,18,24,POL91407611,0,Low Risk
AGT43354582,Not Renewed,39,31,POL64095916,0,Medium Risk
AGT08121325,Pending,4,7,POL64740997,0,Low Risk
AGT83659271,Not Renewed,23,38,POL06176964,0,Medium Risk
AGT45357264,Not Renewed,36,17,POL86552601,0,Low Risk
AGT42185776,Pending,46,22,POL98182454,0,Low Risk
AGT19048580,Pending,49,73,POL04470175,1,High Risk
AGT12331751,Not Renewed,23,4,POL36184966,0,Low Risk
AGT63517100,Renewed,17,67,POL11905173,0,High Risk
AGT58785205,Pending,48,70,POL22934928,1,High Risk
AGT49258624,Renewed,35,79,POL51486527,1,High Risk
AGT06708094,Renewed,9,23,POL67871269,0,Low Risk
AGT68480769,Not Renewed,26,87,POL52660613,1,High Risk
AGT26162583,Pending,50,84,POL42173168,1,High Risk
AGT25115156,Not Renewed,21,68,POL63448098,0,High Risk
AGT95285941,Renewed,1,59,POL76633333,0,Medium Risk
AGT06506172,Pending,12,12,POL87098270,0,Low Risk
AGT89727357,Not Renewed,3,31,POL21241927,0,Medium Risk
AGT04211473,Pending,23,33,POL78474617,0,Medium Risk
AGT55121303,Pending,29,85,POL40740703,1,High Risk
AGT29073945,Renewed,23,49,POL01356668,0,Medium Risk
AGT12724194,Pending,33,35,POL81358654,0,Medium Risk
AGT83205981,Pending,16,3,POL42512488,0,Low Risk
AGT20672034,Renewed,22,64,POL62388376,0,High Risk
AGT19741940,Renewed,5,90,POL64728367,1,High Risk
AGT14252813,Renewed,40,37,POL91325406,0,Medium Risk
AGT37248486,Pending,36,94,POL94038390,1,High Risk
AGT84929713,Renewed,32,73,POL93764594,1,High Risk
AGT54486586,Not Renewed,28,1,POL01140651,0,Low Risk
AGT54256320,Pending,33,65,POL64671018,0,High Risk
AGT03360459,Pending,25,22,POL23937265,0,Low Risk
AGT48231852,Pending,25,22,POL91701869,0,Low Risk
AGT38877599,Renewed,33,84,POL40774086,1,High Risk
AGT66023762,Renewed,49,17,POL84330960,0,Low Risk
AGT81319789,Renewed,49,42,POL75156897,0,Medium Risk
AGT77316919,Not Renewed,9,26,POL03406980,0,Low Risk
AGT32462707,Pending,0,18,POL56170272,0,Low Risk
AGT91349790,Renewed,9,59,POL06989593,0,Medium Risk
AGT38114278,Renewed,3,32,POL13962079,0,Medium Risk
AGT89796528,Pending,15,53,POL77110214,0,Medium Risk
AGT79772172,Pending,25,68,POL97704616,0,High Risk
AGT80829890,Renewed,26,28,POL73955380,0,Low Risk
AGT12129572,Renewed,28,93,POL30994827,1,High Risk
AGT47285986,Renewed,28,52,POL38939218,0,Medium Risk
AGT92967092,Not Renewed,41,81,POL58199739,1,High Risk
AGT65426894,Renewed,42,61,POL75203791,0,High Risk
AGT07169713,Not Renewed,8,52,POL22369979,0,Medium Risk
AGT50316228,Not Renewed,9,5,POL91441410,0,Low Risk
AGT60891632,Renewed,48,6,POL32215970,0,Low Risk
AGT83001891,Pending,45,60,POL56805499,0,Medium Risk
AGT68374644,Not Renewed,0,62,POL76750122,0,High Risk
AGT48036704,Renewed,23,76,POL47066048,1,High Risk
AGT77850944,Not Renewed,41,61,POL62091024,0,High Risk
AGT57302101,Not Renewed,28,53,POL58715038,0,Medium Risk
AGT15756887,Not Renewed,40,64,POL70045571,0,High Risk
AGT04584769,Pending,4,4,POL81553263,0,Low Risk
AGT64197733,Renewed,3,14,POL37915217,0,Low Risk
AGT53884762,Not Renewed,9,64,POL63019087,0,High Risk
AGT47983138,Renewed,9,44,POL00522342,0,Medium Risk
AGT95014160,Not Renewed,46,89,POL69392450,1,High Risk
AGT44934759,Not Renewed,28,4,POL34341867,0,Low Risk
AGT82108666,Renewed,31,95,POL31153725,1,High Risk
AGT75019328,Pending,33,40,POL39193067,0,Medium Risk
AGT15230030,Renewed,17,95,POL33662070,1,High Risk
AGT51779299,Not Renewed,44,48,POL99490154,0,Medium Risk
AGT14013900,Renewed,12,43,POL43721127,0,Medium Risk
AGT97836682,Not Renewed,46,94,POL13412239,1,High Risk
AGT84957195,Renewed,8,42,POL84437998,0,Medium Risk
AGT85481852,Renewed,16,47,POL50009102,0,Medium Risk
AGT86128104,Renewed,19,94,POL30766028,1,High Risk
AGT03705299,Not Renewed,4,90,POL96139840,1,High Risk
AGT77715399,Not Renewed,15,9,POL17393791,0,Low Risk
AGT47010260,Renewed,11,29,POL47946595,0,Low Risk
AGT07358666,Renewed,41,20,POL54898212,0,Low Risk
AGT50916271,Not Renewed,29,56,POL14997788,0,Medium Risk
AGT94908448,Not Renewed,25,56,POL74506974,0,Medium Risk
AGT40027662,Pending,38,30,POL48888144,0,Low Risk
AGT88015930,Not Renewed,21,24,POL72956351,0,Low Risk
AGT51460823,Not Renewed,32,18,POL76210793,0,Low Risk
AGT60208260,Not Renewed,17,99,POL68286311,1,High Risk
AGT67415741,Renewed,49,82,POL08571799,1,High Risk
AGT96138529,Renewed,2,72,POL09476789,1,High Risk
AGT76784246,Not Renewed,30,16,POL53146582,0,Low Risk
AGT30056796,Pending,36,48,POL43155265,0,Medium Risk
AGT73073808,Not Renewed,21,35,POL81367269,0,Medium Risk
AGT47218350,Not Renewed,30,40,POL84399262,0,Medium Risk
AGT77905501,Pending,45,95,POL54524104,1,High Risk
